[Normal Axes]|en|ru
potions_maggot_eye_elixir|Maggot Eye Elixir|Эликсир из глаз личинки
potions_empty_bottle_of_vodka|Empty Bottle of Vodka|Пустая бутылка из-под водки
potions_bottle_of_radogate|Bottle of Radogate|Бутылка Радогейта
potions_wizard_potion|Wizard Potion|Зелье чародея
potions_radbull|Radbull|Рэдбулл
potions_surstromming|Surströmming|Сюрстрёмминг
potions_protein_shake|Protein Shake|Протеиновый коктейль
potions_blood_of_spartan|Blood of Spartan|Кровь спартанца
potions_bottle_of_sake|Bottle of Sake|Бутылка саке
potions_praetorian_blood|Praetorian Blood|Преторианская кровь
potions_ghostly_potion|Ghostly Potion|Призрачное зелье
potions_prismatic_potion|Prismatic Potion|Призматическое зелье
potions_sung_lees_unleashed_rage|Sung Lee's Unleashed Rage|Неистовая ярость Сунг Ли
potions_power_of_void|Power of the Void|Мощь Пустоты
potions_caffeinated_coffee_container|Caffeinated Coffee Container|Сосуд с крепким кофе
potions_gold_inlaid_mysterious_potion|Gold Inlaid Mysterious Potion|Золоченое таинственное зелье
potions_elixir_of_unwordly_cognition|Elixir of Unworldly Cognition|Эликсир потустороннего познания
||
[Keys]||
keys_key|Basic Key|Обычный ключ
keys_crystal_key|Crystal Key|Хрустальный ключ
keys_cloud_key|Cloud Key|Облачный ключ
keys_key_of_terror|Key of Terror|Ключ ужаса
keys_ruby_key|Ruby Key|Рубиновый ключ
keys_angelic_key|Angelic Key|Ангельский ключ
keys_valhalla_key|Key to Valhalla|Ключ от Вальхаллы
keys_smelly_cheese|Smelly Cheese|Вонючий сыр
keys_cellar_key|Cellar Key|Ключ от подвала
keys_tower_key|Tower Key|Ключ от башни
keys_frosted_key|Frosted Key|Обледенелый ключ
keys_copper_key|Copper Key|Медный ключ
keys_mystic_key|Mystic Key|Мистический ключ
keys_rusted_key|Rusted Key|Ржавый ключ
keys_shovel|Shovel Key|Лопата-ключ
keys_ancient_key|Ancient Key|Древний ключ
keys_tomb_key|Tomb Key|Ключ от гробницы
keys_devils_key|Devil's Key|Ключ Дьявола
keys_pickaxe|Pickaxe|Кирка
keys_battle_key|Battle Key|Боевой ключ
keys_garden_key|Garden Key|Ключ от сада
keys_golden_key|Golden Key|Золотой ключ
keys_axe|Axe Key|Топор-ключ
keys_valor_key|Valor Key|Ключ доблести
keys_naga_scale_key|Naga Scale Key|Ключ из чешуи наги
keys_magma_key|Magma Key|Магматический ключ
keys_hellflame_torch|Helflame Torch|Факел адского пламени
keys_warp_key|Warp Key|Искажающий ключ
keys_storage_key|Storage Key|Ключ от хранилища
keys_bifrost_key|Bifröst Key|Ключ Биврёста
keys_mysterious_key|Mysterious Key|Таинственный ключ
keys_curacan_key|Curacan Key|Ключ Куракан
keys_ankh_eternal_death|Ankh of Eternal Death|Анкх вечной смерти
keys_chaos_key|Chaos Key|Ключ Хаоса
keys_key_of_infernal_terror|Key of Infernal Terror|Ключ преисподнего ужаса
keys_ankh_infernal_death|Ankh of Infernal Death|Анкх адской смерти
||
lore_keys_key|Just a regular key that opens common chests.|Обычный ключ, открывающий простые сундуки.
lore_keys_crystal_key|Forged from a shining crystal that opens crystal chests.|Выкован из сияющего кристалла; отпирает кристальные сундуки.
