[Normal Axes]|en|ru
prefix_manaspill|Manaspill|Разлива маны
prefix_manasplash|Manasplash|Всплеска маны
prefix_manaflow|Manaflow|Потока маны
prefix_manahunger|Manahunger|Голода маны
prefix_mitigating|Mitigating|Смягчающий
prefix_deflecting|Deflecting|Отклоняющий
prefix_defending|Defending|Защитный
prefix_armored|Armored|Бронированный
prefix_bulwark|Bulwark|Оплота
prefix_reanimator|Reanimator|Реаниматора
prefix_deathcaller|Deathcaller|Вестника смерти
prefix_unholy|Unholy|Нечестивый
prefix_summoner|Summoner|Призывателя
prefix_necromancer|Necromancer|Некроманта
prefix_superior_weapon1|Superior|Превосходный
prefix_superior_weapon2|Superior|Превосходный
prefix_superior_weapon3|Superior|Превосходный
prefix_superior_weapon4|Superior|Превосходный
prefix_superior_weapon5|Superior|Превосходный
prefix_superior_armor1|Superior|Превосходный
prefix_superior_armor2|Superior|Превосходный
prefix_superior_armor3|Superior|Превосходный
prefix_superior_armor4|Superior|Превосходный
prefix_superior_armor5|Superior|Превосходный
prefix_exceptional_weapon1|Exceptional|Исключительный
prefix_exceptional_weapon2|Exceptional|Исключительный
prefix_exceptional_weapon3|Exceptional|Исключительный
prefix_exceptional_weapon4|Exceptional|Исключительный
prefix_exceptional_weapon5|Exceptional|Исключительный
prefix_exceptional_armor1|Exceptional|Исключительный
prefix_exceptional_armor2|Exceptional|Исключительный
prefix_exceptional_armor3|Exceptional|Исключительный
prefix_exceptional_armor4|Exceptional|Исключительный
prefix_exceptional_armor5|Exceptional|Исключительный
prefix_astral_weapon1|Astral|Астральный
prefix_astral_weapon2|Astral|Астральный
prefix_astral_weapon3|Astral|Астральный
prefix_astral_weapon4|Astral|Астральный
prefix_astral_weapon5|Astral|Астральный
prefix_astral_armor1|Astral|Астральный
prefix_astral_armor2|Astral|Астральный
prefix_astral_armor3|Astral|Астральный
prefix_astral_armor4|Astral|Астральный
prefix_astral_armor5|Astral|Астральный
prefix_quantum_weapon1|Quantum|Квантовый
prefix_quantum_weapon2|Quantum|Квантовый
prefix_quantum_weapon3|Quantum|Квантовый
prefix_quantum_weapon4|Quantum|Квантовый
prefix_quantum_weapon5|Quantum|Квантовый
prefix_quantum_armor1|Quantum|Квантовый
prefix_quantum_armor2|Quantum|Квантовый
prefix_quantum_armor3|Quantum|Квантовый
prefix_quantum_armor4|Quantum|Квантовый
prefix_quantum_armor5|Quantum|Квантовый
prefix_glooming|Glooming|Сумрачный
prefix_sparkling|Sparkling|Сверкающий
prefix_lumninated|Luminated|Озаренный
prefix_luxified|Luxified|Сияющий
prefix_lightburning|Lightburning|Световыжигающий
prefix_regenerating|Regenerating|Регенерирующий
prefix_healing|Healing|Исцеляющий
prefix_fulfilling|Fulfilling|Наполняющий
prefix_vitalizing|Vitalizing|Живительный
prefix_consuming|Consuming|Пожирающий
prefix_shortlived|Shortlived|Мимолетный
prefix_fast|Fast|Быстрый
prefix_accelerated|Accelerated|Ускоренный
prefix_hyperloop|Hyperloop|Сверхскоростной
prefix_entangled|Entangled|Опутанный
prefix_soul_recon|Soul Recon|Разведки душ
prefix_soul_infused|Soul Infused|Напитанный душами
prefix_soul_hungry|Soul Hungry|Алчущий душ
prefix_soul_filled|Soul Filled|Преисполненный душ
prefix_soul_funneled|Soul Funneled|Слияния душ
prefix_vital_recon|Vital Recon|Разведки жизни
prefix_vital_infused|Vital Infused|Напитанный жизнью
prefix_vital_hungry|Vital Hungry|Алчущий жизни
prefix_vital_filled|Vital Filled|Преисполненный жизни
prefix_vital_funneled|Vital Funneled|Слияния жизни
prefix_quick_sentry|Quick Sentry|Проворного часового
prefix_fast_sentry|Fast Sentry|Быстрого часового
prefix_speed_sentry|Speed Sentry|Скоростного часового
prefix_rapid_sentry|Rapid Sentry|Стремительного часового
prefix_fleet_sentry|Fleet Sentry|Юркого часового
prefix_delirious|Delirious|Бредовый
prefix_dwelling|Dwelling|Обитающий
prefix_treasure|Treasure|Сокровищ
prefix_legion|Legion|Легиона
prefix_heroic|Heroic|Героический
prefix_vault_treasure01|Greedy|Алчный
prefix_vault_treasure02|Greedy|Алчный
prefix_vault_treasure03|Greedy|Алчный
prefix_vault_treasure04|Greedy|Алчный
prefix_vault_treasure05|Greedy|Алчный
prefix_vault_treasure06|Greedy|Алчный
prefix_vault_material01|Stacked|Заполненный
prefix_vault_material02|Stacked|Заполненный
prefix_vault_material03|Stacked|Заполненный
prefix_vault_material04|Stacked|Заполненный
prefix_vault_material05|Stacked|Заполненный
prefix_vault_material06|Stacked|Заполненный
prefix_vault_collectible01|Collecting|Коллекционный
prefix_vault_collectible02|Collecting|Коллекционный
prefix_vault_collectible03|Collecting|Коллекционный
prefix_vault_collectible04|Collecting|Коллекционный
prefix_vault_collectible05|Collecting|Коллекционный
prefix_vault_collectible06|Collecting|Коллекционный
prefix_vault_key01|Locked|Запертый
prefix_vault_key02|Locked|Запертый
prefix_vault_key03|Locked|Запертый
prefix_vault_key04|Locked|Запертый
prefix_vault_key05|Locked|Запертый
prefix_vault_key06|Locked|Запертый
prefix_vault_codex01|Enchanted|Зачарованный
prefix_vault_codex02|Enchanted|Зачарованный
prefix_vault_codex03|Enchanted|Зачарованный
prefix_vault_codex04|Enchanted|Зачарованный
prefix_vault_codex05|Enchanted|Зачарованный
prefix_vault_codex06|Enchanted|Зачарованный
||
||
[Suffixes]||
suffix_of
suffix_strength|Strength|Силы
suffix_power|Power|Мощи
suffix_force|Force|Натиска
suffix_might|Might|Могущества
suffix_fury|Fury|Ярости
suffix_dexterity|Dexterity|Ловкости
suffix_sleight|Sleight|Сноровки
suffix_skill|Skill|Мастерства
suffix_reflex|Reflex|Рефлексов
suffix_agility|Agility|Подвижности
suffix_energy|Energy|Энергии
suffix_illumination|Illumination|Озарения
suffix_mysticism|Mysticism|Мистицизма
suffix_spirit|Spirit|Духа
suffix_resonance|Resonance|Резонанса
suffix_sorcer|Sorcer|Колдуна
suffix_mage|Mage|Мага
suffix_warlock|Warlock|Чернокнижника
suffix_wizard|Wizard|Чародея
suffix_witch|Witch|Ведьмы
suffix_armor|Armor|Брони
suffix_ward|Ward|Опеки
suffix_guard|Guard|Стражи
suffix_bulwark|Bulwark|Оплота
suffix_bastion|Bastion|Бастиона
suffix_vitality|Vitality|Живучести
suffix_endurance|Endurance|Стойкости
suffix_stamina|Stamina|Выносливости
suffix_vigor|Vigor|Бодрости
suffix_fortitude|Fortitude|Непреклонности
suffix_mitigation|Mitigation|Смягчения
suffix_absorption|Absorption|Поглощения
suffix_shielding|Shielding|Заслона
suffix_resilience|Resilience|Сопротивляемости
suffix_protection|Protection|Защиты
suffix_spellshield|Spellshield|Магического щита
suffix_spellabsorb|Spellabsorb|Поглощения заклинаний
suffix_manashielding|Manashielding|Щита маны
suffix_spellcutter|Spellcutter|Прерывателя чар
suffix_spellpurge|Spellpurge|Очищения от чар
suffix_absolute|Absolute|Абсолюта
suffix_untouchable|Untouchable|Неприкасаемости
suffix_fortification|Fortification|Укрепления
suffix_divinity|Divinity|Божественности
suffix_immortality|Immortality|Бессмертия
suffix_balance|Balance|Баланса
suffix_reaction|Reaction|Реакции
suffix_libra|Libra|Весов
suffix_recovery|Recovery|Восстановления
suffix_equilibrium|Equilibrium|Равновесия
suffix_flash|Flash|Вспышки
suffix_tempo|Tempo|Темпа
suffix_swiftness|Swiftness|Быстроты
suffix_frenzy|Frenzy|Исступления
suffix_blitzkrieg|Blitzkrieg|Блицкрига
suffix_swiftcast|Swiftcast|Быстрого каста
suffix_quickchant|Rapidchant|Быстрого напева
